id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1002593040916275201,1002593040916275201,2018-06-01 22:19:42 IST,2018-06-01,22:19:42,+0530,316983370,javieralfayate,📊Javier Alfayate Gallardo,,Mientras Transportes $IYT y pequeñas $VB lo sigan haciendo mejor que el índice de referencia S&amp;P500 $SPY las probabilidades de ver subidas son altas. Valores que dieron señal esta semana: $MSI Motorola Solutions y $HST Host Hotels &amp; Resorts:  https://t.co/IiaKkk42mn,es,[],[],"['https://pbs.twimg.com/media/Dens0rGW0AEUjjq.jpg', 'https://pbs.twimg.com/media/Dens0q3XcAAqwrO.jpg', 'https://pbs.twimg.com/media/Dens3-SWsAchmJW.jpg', 'https://pbs.twimg.com/media/Dens42jWsAEBLX1.jpg']",1,6,21,[],"['iyt', 'vb', 'spy', 'msi', 'hst']",https://twitter.com/JavierAlfayate/status/1002593040916275201,False,,1,https://pbs.twimg.com/media/Dens0rGW0AEUjjq.jpg,,,,,,,[],,,,
