id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1137579140578775040,1137579140578775040,2019-06-09 10:06:16 IST,2019-06-09,10:06:16,+0530,231982202,champpr,Stacey Champion,,"If there’s ever a question about who Arizona PUBLIC Service (&amp; the politicians they own) REALLY serves, it’s these guys - the investors - AKA Wall Street. Martingale Asset Management L P Raises Stake in Pinnacle West Capital Co. (PNW) - Tech Know Bits  https://t.co/apCZYdHHmq",en,[],['https://techknowbits.com/2019/06/08/martingale-asset-management-l-p-acquires-98412-shares-of-pinnacle-west-capital-co-pnw.html'],[],0,0,5,[],[],https://twitter.com/ChampPR/status/1137579140578775040,False,,0,,,,,,,,[],,,,
