id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1124347879081037826,1124347879081037826,2019-05-03 21:49:58 IST,2019-05-03,21:49:58,+0530,19320352,mimisegelnecn,Mimi Wishner Segel,,"Bruce Van Saun, Chairman &amp; CEO of Citizens Financial Group weighs in on #unemployment the #economy #retailbanking #commercialbanking the @federalreserve , protecting customer info &amp; more SUN 5.5 10am &amp; 11pm @NECN  @CFG_Newsroom @CitizensBank @CFGCommercial  https://t.co/jBn9GIDoWA",en,"[{'screen_name': 'federalreserve', 'name': 'federal reserve', 'id': '26538229'}, {'screen_name': 'necn', 'name': 'necn', 'id': '9907172'}, {'screen_name': 'cfg_newsroom', 'name': 'cfg newsroom', 'id': '814176096350511106'}, {'screen_name': 'citizensbank', 'name': 'citizens', 'id': '210953833'}, {'screen_name': 'cfgcommercial', 'name': 'citizens commercial', 'id': '156674874'}]",[],['https://pbs.twimg.com/media/D5p7ZjxWAAAEIlE.jpg'],1,1,6,"['unemployment', 'economy', 'retailbanking', 'commercialbanking']",[],https://twitter.com/MimiSegelNECN/status/1124347879081037826,False,,1,https://pbs.twimg.com/media/D5p7ZjxWAAAEIlE.jpg,,,,,,,[],,,,
