Open,High,Low,Close,Adj Close,Volume,Name
71.41999816894531,71.76000213623047,69.69999694824219,69.83999633789062,56.24592208862305,1119900,CHRW
69.69999694824219,69.69999694824219,68.69000244140625,68.72000122070312,55.34392547607422,864100,CHRW
67.70999908447266,67.97000122070312,66.5,67.80999755859375,54.611026763916016,1698800,CHRW
67.80000305175781,68.36000061035156,67.66999816894531,67.9800033569336,54.747947692871094,724100,CHRW
68.04000091552734,68.1500015258789,67.26000213623047,67.58000183105469,54.42581558227539,782500,CHRW
68.38999938964844,68.94000244140625,67.33000183105469,67.37000274658203,54.25666427612305,1131400,CHRW
67.25,67.66999816894531,65.91999816894531,66.5199966430664,53.57212448120117,1774800,CHRW
66.68000030517578,67.02999877929688,66.29000091552734,66.33999633789062,53.42715835571289,1043000,CHRW
66.37000274658203,66.86000061035156,65.27999877929688,66.7300033569336,53.74126052856445,1027200,CHRW
67.0,67.19999694824219,66.0199966430664,66.47000122070312,53.53186798095703,827700,CHRW
66.48999786376953,67.33000183105469,66.2699966430664,67.29000091552734,54.192256927490234,933300,CHRW
67.30000305175781,68.91000366210938,67.27999877929688,68.87000274658203,55.46470642089844,1257500,CHRW
68.87000274658203,68.87000274658203,67.36000061035156,67.66000366210938,54.490238189697266,1405400,CHRW
67.55999755859375,68.2300033569336,66.79000091552734,68.05000305175781,54.8043098449707,1278200,CHRW
67.80999755859375,67.9800033569336,67.23999786376953,67.62999725341797,54.466060638427734,1338400,CHRW
67.43000030517578,68.16000366210938,67.0,68.11000061035156,54.852638244628906,1294000,CHRW
68.52999877929688,69.88999938964844,68.30000305175781,69.47000122070312,55.94793701171875,1599300,CHRW
69.33000183105469,69.36000061035156,68.20999908447266,68.5199966430664,55.18284225463867,1456000,CHRW
68.2699966430664,68.30000305175781,67.75,67.93000030517578,54.707672119140625,1187300,CHRW
68.23999786376953,68.94000244140625,67.4000015258789,68.83999633789062,55.44055938720703,1783200,CHRW
64.9000015258789,65.19999694824219,63.369998931884766,64.01000213623047,51.550689697265625,6750500,CHRW
64.87000274658203,65.48999786376953,63.9900016784668,64.0,51.542625427246094,2778700,CHRW
64.77999877929688,65.0,64.29000091552734,64.41999816894531,51.88088607788086,1369500,CHRW
64.06999969482422,64.27999877929688,63.880001068115234,64.04000091552734,51.57484817504883,1242900,CHRW
63.97999954223633,64.29000091552734,63.47999954223633,64.08999633789062,51.6151123046875,944300,CHRW
63.9900016784668,64.19999694824219,63.43000030517578,63.599998474121094,51.22049331665039,1148500,CHRW
63.84000015258789,63.84000015258789,63.47999954223633,63.650001525878906,51.26076126098633,1351200,CHRW
63.2599983215332,63.599998474121094,62.84000015258789,63.5,51.13996505737305,1179800,CHRW
63.77000045776367,64.76000213623047,63.68000030517578,64.75,52.14665222167969,1033400,CHRW
64.44999694824219,65.4800033569336,64.12000274658203,65.4800033569336,52.73456573486328,1728100,CHRW
65.55000305175781,65.5999984741211,63.560001373291016,63.59000015258789,51.21245193481445,1847900,CHRW
63.84000015258789,66.26000213623047,63.79999923706055,66.19999694824219,53.314422607421875,1610900,CHRW
66.05000305175781,66.30999755859375,65.4800033569336,66.11000061035156,53.241947174072266,1289900,CHRW
66.37999725341797,66.37999725341797,65.56999969482422,66.12000274658203,53.24998092651367,1048600,CHRW
66.19999694824219,66.66000366210938,65.94999694824219,66.23999786376953,53.34663772583008,1227600,CHRW
66.16000366210938,67.79000091552734,66.13999938964844,67.5,54.36138916015625,1138400,CHRW
67.80000305175781,67.9800033569336,67.05000305175781,67.20999908447266,54.12782669067383,1106500,CHRW
66.86000061035156,67.47000122070312,66.52999877929688,66.93000030517578,53.9023323059082,1309400,CHRW
66.98999786376953,67.31999969482422,66.45999908447266,66.94000244140625,53.91038513183594,1093700,CHRW
66.56999969482422,66.97000122070312,66.08000183105469,66.16999816894531,53.55426025390625,1451600,CHRW
66.33000183105469,67.4000015258789,66.2300033569336,66.8499984741211,54.10462188720703,1262200,CHRW
66.72000122070312,66.93000030517578,66.13999938964844,66.22000122070312,53.59471130371094,857200,CHRW
66.16000366210938,66.2699966430664,65.37000274658203,65.72000122070312,53.1900634765625,893400,CHRW
65.25,65.30000305175781,64.68000030517578,64.9000015258789,52.526405334472656,1030400,CHRW
65.12999725341797,65.2300033569336,64.52999877929688,65.05999755859375,52.65589141845703,739500,CHRW
65.43000030517578,65.93000030517578,65.05000305175781,65.76000213623047,53.2224235534668,765300,CHRW
65.91999816894531,66.38999938964844,65.30999755859375,66.3499984741211,53.6999397277832,598700,CHRW
66.62000274658203,66.66000366210938,65.43000030517578,65.94000244140625,53.36811828613281,723000,CHRW
66.3499984741211,66.66000366210938,65.75,66.4000015258789,53.740413665771484,1270600,CHRW
66.38999938964844,66.38999938964844,65.20999908447266,65.3499984741211,52.8906135559082,1093900,CHRW
65.31999969482422,65.51000213623047,64.9000015258789,65.3499984741211,52.8906135559082,2096600,CHRW
65.13999938964844,65.86000061035156,64.97000122070312,65.66999816894531,53.14959716796875,1740700,CHRW
65.66000366210938,66.01000213623047,65.43000030517578,65.62000274658203,53.1091194152832,813900,CHRW
65.37999725341797,65.45999908447266,64.38999938964844,64.5,52.202659606933594,1226900,CHRW
64.44999694824219,65.08999633789062,63.95000076293945,65.0,52.60734176635742,993500,CHRW
64.36000061035156,64.63999938964844,63.619998931884766,64.5,52.202659606933594,960500,CHRW
64.68000030517578,64.76000213623047,63.880001068115234,64.41999816894531,52.13792419433594,606300,CHRW
65.11000061035156,65.29000091552734,64.69000244140625,65.19000244140625,52.7611083984375,839100,CHRW
